Wort New,Bedeutung,verwandte Begriffe -->...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exzentrizität,Exzentrizität,Überspanntheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exzitatorisch,exzitatorisch,erregend (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabeltier,Fabeltier,Fabelwesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabrikeigentümer,Fabrikeigentümer,Industrieller,Fabrikant,Fabrikbesitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fach,Fach,Fachrichtung,Schulfach,Domäne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachabitur,Fachabitur,Fachhochschulreife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachausbildung,Fachausbildung,Berufsausbildung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachbegriffsmodell,Fachbegriffsmodell,Begriffslandschaft (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachblatt ,Fachblatt (umgangssprachlich),Fachzeitschrift,Fachmagazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachgebiet,Fachgebiet,Profession,Beruf,Metier,,,,,,,,,,,,,,,,,,,,,,,,,,,
fachgemäß,fachgemäß,professionell,fachgerecht,fachmännisch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachgruppe,Fachgruppe,Berufsgruppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule,Fachhochschule,FH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachkompetenz,Fachkompetenz,Sachkompetenz,Expertenwissen,Fachwissen,Spezialwissen,Expertise,,,,,,,,,,,,,,,,,,,,,,,,,
Fachliteratur,Fachliteratur,wissenschaftliche Literatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachmann,Fachmann,Auskenner (umgangssprachlich),Sachverständiger,Experte,Kenner,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachmarkt,Fachmarkt,Fachhändler,Fachgeschäft,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachsprache,Fachsprache,Begrifflichkeit,Fachchinesisch (umgangssprachlich),Terminologie,Jargon,Fachterminologie,,,,,,,,,,,,,,,,,,,,,,,,,
fachübergreifend,fachübergreifend,fächerübergreifend,multidisziplinär,interdisziplinär,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachwerk,Fachwerk,Ständerfachwerk (fachsprachlich),Hölzernes Gefüge,Holzgerüst,Gefach (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Fachwerkhaus,Fachwerkhaus,Riegelhaus (schweiz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachwort,Fachwort,Fachausdruck,Fachvokabel,Fachterminus,Fachbegriff,Terminus,Terminus technicus,,,,,,,,,,,,,,,,,,,,,,,,
fad,fad,lasch,schal,abgestanden,,,,,,,,,,,,,,,,,,,,,,,,,,,
fade,fade,billig,geschmacklos,heruntergekommen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faden,Faden,Strang,Zwirn,Garn,,,,,,,,,,,,,,,,,,,,,,,,,,,
fadenförmig,fadenförmig,flaumig,fusselig,strähnig,faserig,,,,,,,,,,,,,,,,,,,,,,,,,,
fadenscheinig ,fadenscheinig (umgangssprachlich),vorgetäuscht,vorgeschoben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagottspieler,Fagottspieler,Fagottist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fähig,fähig,kompetent,ausgebildet,potent,leistungsfähig,,,,,,,,,,,,,,,,,,,,,,,,,,
Fähigkeit,Fähigkeit,Kompetenz,Rüstzeug,Know-how,Können,Wissen,Ahnung (umgangssprachlich),Kenntnis,Sachkunde,Kenntnisstand,Schimmer (umgangssprachlich),Wissensstand,Sachkenntnis,Sachverstand,,,,,,,,,,,,,,,,,
fahles Gelb,fahles Gelb,gelbbraun,vergilbt,falb,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahne ,Fahne (umgangssprachlich),Alkoholfahne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahnenkunde,Fahnenkunde,Vexillologie,Flaggenkunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahnenmast,Fahnenmast,Fahnenstange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrausweisverkauf,Fahrausweisverkauf,Billetverkauf (schweiz.),Fahrkartenverkauf,Fahrscheinverkauf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fährboot,Fährboot,Fähre,Fährschiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrenheit,Fahrenheit,Grad Fahrenheit,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrer,Fahrer,persönlicher Fahrer,Chauffeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrgast,Fahrgast,Mitfahrender,Beförderungsfall (derb),Passagier,Insasse,Reisender,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrgeld,Fahrgeld,Fahrpreis,Fahrtkosten,Beförderungsentgelt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrkarte,Fahrkarte,Voucher,Fahrschein,Ticket,Karte,Billett (schweiz.),Fahrausweis,Eintrittskarte,,,,,,,,,,,,,,,,,,,,,,,
fahrlässig,fahrlässig,achtlos,nachlässig,riskant,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrleitung,Fahrleitung,Fahrdraht,Oberleitung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrmaschine,Fahrmaschine,Vehikel,Fahrgerät,Gefährt,Fahrzeug,Verkehrsmittel,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrpreiszone,Fahrpreiszone,Tarifzone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrrad fahren,Fahrrad fahren,radeln,Velo fahren (schweiz.),Rad fahren,in die Pedale treten (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrrad für Kinder,Fahrrad für Kinder,Kindervelo (schweiz.),Kinderfahrrad,Kinderrad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrraderzeuger,Fahrraderzeuger,Velohersteller (schweiz.),Fahrradbauer,Fahrradproduzent,Fahrradhersteller,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrradnabe,Fahrradnabe,Nabe,Radnabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrradschelle,Fahrradschelle,Fahrradklingel,Fahrradglocke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrscheinkontrolle,Fahrscheinkontrolle,Billetkontrolle (schweiz.),Fahrausweiskontrolle,Fahrkartenkontrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrt,Fahrt,Reise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrtdauer,Fahrtdauer,Fahrzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fährtenleser,Fährtenleser,Spurenleser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrtenschreiber,Fahrtenschreiber,Tachograph (fachsprachlich),Fahrtschreiber,Tachograf (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrtreppe,Fahrtreppe,Rolltreppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrtrichtungsanzeiger,Fahrtrichtungsanzeiger,Blinker,Blinkleuchte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrzeuglenker,Fahrzeuglenker,Fahrzeugführer,Automobilist (schweiz.),Autofahrer,,,,,,,,,,,,,,,,,,,,,,,,,,,
fair,fair,anständig,sportlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faktor,Faktor,Eigenschaft,Gegebenheit,Rahmenbedingung,Umstand,Randbedingung,Tatsache,,,,,,,,,,,,,,,,,,,,,,,,
Faktur ,Faktur (veraltet),Faktura (österr., schweiz.) (veraltet),Rechnung,Zinsrechnung,Liquidation,Abrechnung,Prozentrechnung,Berechnung,,,,,,,,,,,,,,,,,,,,,,,
Fakturen ausstellen,Fakturen ausstellen,in Rechnung stellen,fakturieren,berechnen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fakturierung ,Fakturierung (fachsprachlich),Rechnungslegung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falbel,Falbel,Rüsche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall,Fall,Kernpunkt,Kern,Sachverhalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falle,Falle,Fallgrube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallenstellen,Fallenstellen,Aufstellen von Fallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fällig werden,fällig werden,anfallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallott ,Fallott (österr.),Kleinkrimineller,Gauner,Spitzbube (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallout,Fallout,radioaktiver Niederschlag,Fall-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallstudie,Fallstudie,Fallbeispiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallunterscheidung,Fallunterscheidung,Bedingung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falsch adressieren,falsch adressieren,fehlleiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falsch liegen ,falsch liegen (umgangssprachlich),Unrecht haben,nicht Recht haben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falsch zugestellter Brief,falsch zugestellter Brief,Irrläufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falschaussage,Falschaussage,Ausrede,Lüge,Fehlinformation,Betrug,Erdichtung,Unwahrheit,Desinformation,Verdrehung,Falschinformation,,,,,,,,,,,,,,,,,,,,,
Falschauswertung,Falschauswertung,Missinterpretation,Missdeutung,falsche Deutung,,,,,,,,,,,,,,,,,,,,,,,,,,,
falsche Akazie,falsche Akazie,Robinie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falsche Anschuldigung,falsche Anschuldigung,Verleumdung,Verunglimpfung,abfällige Bemerkung,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falschfahrer,Falschfahrer,Geisterfahrer (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falschgeld,Falschgeld,Blüte (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falschheit,Falschheit,Verlogenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falsifikat,Falsifikat,Falsifikation,Schein...,Nachahmung,Fälschung,,,,,,,,,,,,,,,,,,,,,,,,,,
Falte,Falte,Bügelfalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falten,falten,zusammenklappen,knicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falten werfen,Falten werfen,knittern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faltensaum,Faltensaum,Falbel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falter,Falter,Schmetterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falz,Falz,Zapfenloch,Spalt,Spalte,Fuge,Stemmloch,Nut,,,,,,,,,,,,,,,,,,,,,,,,
falzen,falzen,nuten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familie,Familie,Klan,Clan (umgangssprachlich),Angehörige,Verwandtschaft,Sippe,Haus,Familienbande,Mischpoke (umgangssprachlich),Sippe,Blutsbande,Geschlecht,Geblüt,Stamm,,,,,,,,,,,,,,,,,
Familienfirma,Familienfirma,Familienunternehmen,Familienbetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familienzuschlag,Familienzuschlag,Familienzuschuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fanal,Fanal,Signal,Zeichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanatisch,fanatisch,leidenschaftlich,passioniert,intensiv,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fanfarentrompete,Fanfarentrompete,Heroldstrompete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fang,Fang,Fischzug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fangboot,Fangboot,Schleppnetzfischer,Trawler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantasie,Fantasie,Einbildungskraft,Phantasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farb-TV,Farb-TV,Farbfernseher,Farbfernsehgerät,Farbfernsehapparat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbbildschirm,Farbbildschirm,Farbmonitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Färbemittel,Färbemittel,Farbe,Beize,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbenkarte,Farbenkarte,Farbkarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbenmeer,Farbenmeer,Farbenpracht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Färberdistel,Färberdistel,Saflor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbgebung,Farbgebung,Farbgestaltung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbkreis,Farbkreis,Farbenkreis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbmetrik,Farbmetrik,Kolorimetrie,Farbmessung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farbstoffteilchen,Farbstoffteilchen,Farbstoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farn,Farn,Unterholz,Dickicht,Gebüsch,Farnkraut,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnkrautwedel,Farnkrautwedel,Wedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Färöer,Färöer,Schafsinseln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farsi,Farsi,Persisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fasching,Fasching,Fasnacht (umgangssprachlich),Fastnacht,Karneval,fünfte Jahreszeit (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Faschingsumzug,Faschingsumzug,Fastnachtsumzug,Karnevalsumzug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faselei ,Faselei (umgangssprachlich),dummes Geschwätz (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faseln ,faseln (umgangssprachlich),schwafeln (umgangssprachlich),quasseln,labern (umgangssprachlich),schwatzen,schwätzen,sabbeln (umgangssprachlich),schwadronieren,plappern,,,,,,,,,,,,,,,,,,,,,,
Faser,Faser,Faden,Litze,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fasermaler,Fasermaler,Filzstift,Filzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fass...,Fass...,fassförmig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fässchen,Fässchen,kleines Fass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fassen,(Daten/Gedanken) fassen,speichern,einprägen,merken,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fassette,Fassette,Aspekt,Facette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fasshahn,Fasshahn,Fasszapfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fassung,Fassung,Steckdose,Halterung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fassungsvermögen,Fassungsvermögen,Kapazität,Rauminhalt,Volumen,Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Food,Fast Food,Fastfood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast nichts,fast nichts,so gut wie nichts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fasten,Fasten,Fastenzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fastnacht,Fastnacht,Fastnachtsdienstag,Fastnachtszeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faszie ,Faszie (fachsprachlich),Binde,Fascia (fachsprachlich),Bindenverband,sehnenartige Muskelhaut (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
fatal,fatal,verheerend,verhängnisvoll,desaströs,unheilvoll,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatalismus,Fatalismus,Schicksalsergebenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatalist,Fatalist,Defätist,Bremser (umgangssprachlich),Pessimist,Skeptiker,Schwarzmaler,Unheilsprophet,Spielverderber,Defaitist (schweiz.),Schwarzseher,,,,,,,,,,,,,,,,,,,,,
Fatamorgana,Fatamorgana,Vision,Offenbarung,Halluzination,Täuschung,Erscheinung,Sinnestäuschung,Luftspiegelung,Einbildung,Butterland (seemännisch),Wahnvorstellung,Illusion,Trugbild,Wahnbild,,,,,,,,,,,,,,,,,
faul,faul,müßig,phlegmatisch,untätig,tatenlos,passiv,träge,pomadig (umgangssprachlich),bequem,,,,,,,,,,,,,,,,,,,,,,
faulenzen,faulenzen,abflacken (umgangssprachlich),ausruhen,Däumchen drehen,(sich) erholen,gammeln (umgangssprachlich),(sich) einen (faulen) Lenz machen,chillen (umgangssprachlich),rumgammeln (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,
Faulfieber,Faulfieber,Fleckfieber,Läusefieber (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faulpelz ,Faulpelz (umgangssprachlich),fauler Hintern (umgangssprachlich),Schnarchnase (umgangssprachlich),Trantüte (umgangssprachlich),fauler Arsch (vulgär),Triefnase (umgangssprachlich),Lahmarsch (derb),,,,,,,,,,,,,,,,,,,,,,,,
Fauna,Fauna,Tierwelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faustballspieler,Faustballspieler,Faustballer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faustkampf,Faustkampf,Boxen,Boxkampf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fax,Fax,Faxkopie,Telefax,Faxnachricht,Fernkopie,Telefaxnachricht,,,,,,,,,,,,,,,,,,,,,,,,,
Faxgerät,Faxgerät,Telefax,Fernkopierer,Telefaxgerät,Fax,,,,,,,,,,,,,,,,,,,,,,,,,,
FAZ,FAZ,Frankfurter Allgemeine Zeitung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fazit,Fazit,Zusammenfassung,Schluss,Resümee,Analyse,Schlussfolgerung,Schlusswort,Schlussbetrachtung,Schlussbemerkung,,,,,,,,,,,,,,,,,,,,,,
FC,FC,Fußballclub,Fußballklub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDGB,FDGB,Freier Deutscher Gewerkschaftsbund (DDR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDP,FDP,Freie Demokratische Partei,Liberale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe ,Fe (Symbol),Ferrum,Eisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Feature,Funktionalität,Besonderheit,Eigenschaft,Funktion,,,,,,,,,,,,,,,,,,,,,,,,,,
Fechtsportler,Fechtsportler,Fechter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federartig,federartig,federweich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federball,Federball,Badminton,Federballspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federbügel,Federbügel,Federbride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federkiel,Federkiel,Feder,Zeichenfeder,Ziehfeder,Schreibfeder,Tuschfeder,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlbetrag,Fehlbetrag,Schulden,Defizit,Haushaltsloch (umgangssprachlich),Haushaltsdefizit,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlbildung,Fehlbildung,Missgeburt,Monstrosität,Missbildung,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlen der Milchproduktion in der Stillzeit,Fehlen der Milchproduktion in der Stillzeit,Agalaktie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlen von Spermien im Ejakulat,Fehlen von Spermien im Ejakulat,Azoospermie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehler bei der Übertragung,Fehler bei der Übertragung,Übertragungsfehler,Übermittlungsfehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehler bei der Wiedergabe,Fehler bei der Wiedergabe,Wiedergabefehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehleranalyse,Fehleranalyse,Fehlereingrenzung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fehlerfrei,fehlerfrei,akkurat,richtig,prägnant,gewissenhaft,präzise,korrekt,präzis,exakt,genau,vorzüglich,perfekt,in bestem Zustand,einwandlos,meisterhaft,vorbildlich,vorbildhaft,vollkommen,anständig,vortrefflich,ideal,mustergültig,tadellos,,,,,,,,
fehlerhafter Spannungszustand,fehlerhafter Spannungszustand,Dystonie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlerstromschutzschalter,Fehlerstromschutzschalter,Fehlerstrom-Schutzschalter,FI-Schalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlgeburt,Fehlgeburt,Abort (fachsprachlich),Abortus (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
fehlgedeutet,fehlgedeutet,missverstanden,falsch verstanden,falsch interpretiert,fehlinterpretiert,falsch gedeutet,verkannt,,,,,,,,,,,,,,,,,,,,,,,,
Fehlhaltung,Fehlhaltung,Haltungsfehler,Körperfehlhaltung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlinterpretation,Fehlinterpretation,Missinterpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlschlag,Fehlschlag,Flop,Schlag ins Wasser (umgangssprachlich),Versagen,Misserfolg,Reinfall,Erfolglosigkeit,,,,,,,,,,,,,,,,,,,,,,,,
Fehlschreibung,Fehlschreibung,Rechtschreibfehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehlstart,Fehlstart,Frühstart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fehltritt,Fehltritt,Ausrutschen,Ausgleiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feier der Sonnenwende,Feier der Sonnenwende,Sonnwendfeier,Sonnenwendfeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feierlich,feierlich,ernst,zeremoniell,festlich,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feierlichkeit,Feierlichkeit,Fest,Feier,Festakt,Party,Fete,,,,,,,,,,,,,,,,,,,,,,,,,
Feigling,Feigling,Warmduscher (umgangssprachlich),Schattenparker (umgangssprachlich),Schwächling,Waschlappen (umgangssprachlich),Sitzpinkler (umgangssprachlich),Hasenfuß (umgangssprachlich),Schisser (derb),Memme (umgangssprachlich),Nulpe (umgangssprachlich),Weichei (umgangssprachlich),Angsthase (umgangssprachlich),Schlappschwanz (umgangssprachlich),Seicherl (österr.),,,,,,,,,,,,,,,,,
feilschen,feilschen,handeln um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fein,fein,engmaschig,hochauflösend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feindselig,feindselig,feindlich gesinnt (gegen),feindlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feiner Riss,feiner Riss,Haarriss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feinkost,Feinkost,Delikatessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feinverteilung,Feinverteilung,Streuung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feinzucker,Feinzucker,Puderzucker,Streuzucker,Staubzucker,,,,,,,,,,,,,,,,,,,,,,,,,,,
feixen,feixen,lachen (über),auslachen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feld,Feld,Cluster (fachsprachlich),Kategorie,Rubrik,Bereich,Array,Datenfeld,Acker,Anpflanzung,Plantage,Pflanzung,,,,,,,,,,,,,,,,,,,,
Feldbezeichner,Feldbezeichner,Spaltenüberschrift,Attributname,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feldjäger,Feldjäger,Militärpolizist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feldlager,Feldlager,Biwak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feldsalat,Feldsalat,Rapunze (umgangssprachlich),Rapunzel (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felsbild,Felsbild,Wandmalerei,Felskunst,Höhlenmalerei,Parietalkunst (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Felsbrocken,Felsbrocken,Brocken,Felsblock,Feldstein,Geröllblock,,,,,,,,,,,,,,,,,,,,,,,,,,
Felsen,Felsen,Gestein,Klippe,Felsblock,Fels,,,,,,,,,,,,,,,,,,,,,,,,,,
Felsenriff,Felsenriff,Felsbank (unter Wasser),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felsvorsprung,Felsvorsprung,Kliff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feminin,feminin,fraulich,weiblich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Femme fatale,Femme fatale,Vamp,verhängnisvolle Frau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fensterglas,Fensterglas,Glas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenstersims,Fenstersims,Fensterbrett,Fensterbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferien,Ferien,Freizeit,Urlaub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferienfreizeit,Ferienfreizeit,Freizeit,Lager,Ferienlager,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferienjob,Ferienjob,Ferialpraxis (österr.),Ferialjob (österr.),Ferialarbeit (österr.),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferkel,Ferkel,Frischling,Schweinchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferment,Ferment,Enzym,Biokatalysator (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermenter,Fermenter,Bioreaktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fern...,Fern...,weg,fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernbedienung,Fernbedienung,Commander (umgangssprachlich),Umschalter (umgangssprachlich),Fernsteuerung,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernbleiben,fernbleiben,fortbleiben,wegbleiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernglas,Fernglas,Fernrohr (umgangssprachlich),Prismenfernglas,Binokular,Feldstecher,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernlastfahrer,Fernlastfahrer,Trucker (umgangssprachlich),Truckerfahrer (umgangssprachlich),Lastwagenfahrer,LKW-Fahrer,Brummifahrer (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,
fernmündlich,fernmündlich,telefonisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernost,Fernost,Ferner Osten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernrohr,Fernrohr,Teleskop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernschreiben,Fernschreiben,Telex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernsehanstalt ,Fernsehanstalt (fachsprachlich),Fernsehsender,Sender (umgangssprachlich),Fernsehkanal,TV-Sender,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernsehzuschauer,Fernsehzuschauer,Fernseher,Fernsehkonsument,Fernsehzuseher,,,,,,,,,,,,,,,,,,,,,,,,,,,
