Wort New,Bedeutung,verwandte Begriffe -->...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herrlich,herrlich,paradiesisch,himmlisch,elysisch,göttlich,elysäisch,,,,,,,,,,,,,,,,,,,,,,,,,
Herrschaft,Herrschaft,Meisterschaft,Führerschaft,Regierung,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herrschaft der Plünderer,Herrschaft der Plünderer,Kleptokratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herrschaft der Wenigen,Herrschaft der Wenigen,Oligarchie (fachsprachlich),Oligokratie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herrschaft des Geldes,Herrschaft des Geldes,Plutokratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herrschaftslos,herrschaftslos,libertär,gesetzlos,anarchistisch,,,,,,,,,,,,,,,,,,,,,,,,,,,
herrschsüchtig,herrschsüchtig,machtbesessen,machtgeil (umgangssprachlich),machtversessen,machthungrig,,,,,,,,,,,,,,,,,,,,,,,,,,
Herstellungsdatum,Herstellungsdatum,Produktionsdatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herstellungsjahr,Herstellungsjahr,Baujahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herüber,herüber,rüber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumalbern,herumalbern,spielen,herumkaspern (umgangssprachlich),herumtollen,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumbasteln,herumbasteln,doktern (umgangssprachlich),herumstoppeln (umgangssprachlich),herumschustern,herumpfuschen,herumwursteln (umgangssprachlich),herumdoktern (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,
herumdrucksen ,herumdrucksen (umgangssprachlich),nicht mit der Sprache herauswollen (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumgammeln ,herumgammeln (umgangssprachlich),dahinvegetieren,rumhängen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumhüpfen,herumhüpfen,herumtanzen,herumspringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumkritisieren,herumkritisieren,kritteln (umgangssprachlich),pöbeln (umgangssprachlich),herumkritteln (umgangssprachlich),meckern,nörgeln,,,,,,,,,,,,,,,,,,,,,,,,,
herummachen ,herummachen (umgangssprachlich),herumfummeln (umgangssprachlich),herumtasten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumpfuschen,herumpfuschen,herumhantieren,herumhühnern,herumfuhrwerken,herumfummeln,,,,,,,,,,,,,,,,,,,,,,,,,,
herumrennen,herumrennen,herumlaufen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumrollen,herumrollen,(sich) umdrehen,herumkugeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumschreien,herumschreien,blöken (derb),auffahren,brüllen,aufbrausen,,,,,,,,,,,,,,,,,,,,,,,,,,
herumspionieren,herumspionieren,schnüffeln (umgangssprachlich),Spionage betreiben,spionieren,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumtollen,herumtollen,herumtoben,toben,tollen,,,,,,,,,,,,,,,,,,,,,,,,,,,
herumtreiben,(sich) herumtreiben (umgangssprachlich),vagabundieren,stromern,herumziehen,streunen,strolchen,,,,,,,,,,,,,,,,,,,,,,,,,
herunten,herunten,unten,tief gelegen,unterhalb,darunter,unter,am Boden,in der Tiefe,,,,,,,,,,,,,,,,,,,,,,,
herunter,herunter,abwärts,unten,herab,,,,,,,,,,,,,,,,,,,,,,,,,,,
herunterbrechen ,herunterbrechen (fachsprachlich),aufspalten,aufschlüsseln,aufgliedern,untergliedern,,,,,,,,,,,,,,,,,,,,,,,,,,
heruntergekommen,heruntergekommen,marode,baufällig,abbruchreif,sanierungsbedürftig,verratzt (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,
herunterladen,herunterladen,downloaden,runterladen (umgangssprachlich),herunterkopieren,laden,,,,,,,,,,,,,,,,,,,,,,,,,,
herunternehmen,herunternehmen,abdecken,wegschnappen (umgangssprachlich),mitnehmen,wegnehmen,abringen (umgangssprachlich),abjagen (umgangssprachlich),entreißen,das Wasser abgraben (umgangssprachlich),abknöpfen (umgangssprachlich),fortnehmen,abräumen,entziehen,aneignen,abzwacken (umgangssprachlich),,,,,,,,,,,,,,,,
herunterputzen ,herunterputzen (umgangssprachlich),zerpflücken (umgangssprachlich),miesmachen (umgangssprachlich),kein gutes Haar an etwas lassen (umgangssprachlich),verreißen,,,,,,,,,,,,,,,,,,,,,,,,,,
heruntersehen,heruntersehen,hinuntersehen,hinabsehen,herabsehen,,,,,,,,,,,,,,,,,,,,,,,,,,,
heruntersetzen,heruntersetzen,erniedrigen,senken,einschränken,herabsetzen,herunterschrauben (umgangssprachlich),reduzieren,kürzen,herunter schrauben (umgangssprachlich),dämpfen,nachlassen,ermäßigen,verkleinern,mindern,,,,,,,,,,,,,,,,,
herunterziehen ,herunterziehen (umgangssprachlich),abturnen (umgangssprachlich),miesmachen (umgangssprachlich),runterziehen (umgangssprachlich),verderben,schlechte Laune machen,,,,,,,,,,,,,,,,,,,,,,,,,
hervorbringen,hervorbringen,zur Folge haben,zeitigen,mit sich bringen,darauf hinauslaufen,nach sich ziehen,,,,,,,,,,,,,,,,,,,,,,,,,
hervorgehen,hervorgehen,entspringen,herstammen,abstammen,herrühren (von),austreten,zurückgehen,entsprießen,,,,,,,,,,,,,,,,,,,,,,,
hervorgehen ,hervorgehen (aus),entspringen (aus),(sich) profilieren (aus),(sich) entwickeln (aus),,,,,,,,,,,,,,,,,,,,,,,,,,,
hervorragen,hervorragen,seinesgleichen suchen,hervorstechen,sich auszeichnen,einmalig sein,einzigartig sein,,,,,,,,,,,,,,,,,,,,,,,,,
hervorrufen,hervorrufen,heraufbeschwören,evozieren,verursachen,bewirken,nach sich ziehen,verursachen,auslösen,erwecken,,,,,,,,,,,,,,,,,,,,,,
hervorstehend,hervorstehend,hervorstechend,hervorspringend,herausstehend,salient,eklatant,hervorragend,,,,,,,,,,,,,,,,,,,,,,,,
hervortreten,hervortreten,sich aufbauen,hervorheben,aufstreben,ragen,emporragen,hochragen,aufsteigen,türmen,sich auftürmen,aufragen,hinausragen,sich erheben,auftürmen,,,,,,,,,,,,,,,,,
hervortun,(sich) hervortun,(sich) hervorwagen,(sich) profilieren,(sich) exponieren,ins Rampenlicht treten,,,,,,,,,,,,,,,,,,,,,,,,,,
Herz ,Herz (umgangssprachlich),Einfühlungsvermögen,Verständnis,Einfühlungsgabe,Empathie,Mitgefühl,,,,,,,,,,,,,,,,,,,,,,,,,
herzallerliebst,herzallerliebst,allerliebst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herzen,herzen,drücken (umgangssprachlich),knuddeln (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herzensangelegenheit,Herzensangelegenheit,Herzenssache,Herzenswunsch,Wunschtraum,Sehnsucht,Herzensbedürfnis,,,,,,,,,,,,,,,,,,,,,,,,,
herziehen,(über jemanden) herziehen,(sich) sich das Maul zerreißen über (umgangssprachlich),lästern,(jemandem etwas) nachsagen,(jemandem etwas) andichten,schlecht über jemanden reden,,,,,,,,,,,,,,,,,,,,,,,,,
herzig ,herzig (umgangssprachlich),süß,possierlich,drollig,lustig,niedlich,,,,,,,,,,,,,,,,,,,,,,,,,
Herzklopfen,Herzklopfen,Palpitation (fachsprachlich),Herzrasen,Herzstolpern,,,,,,,,,,,,,,,,,,,,,,,,,,,
herzlich,herzlich,gütig,warm,sanftmütig,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herzmuskelinfarkt,Herzmuskelinfarkt,Herzkasper (umgangssprachlich),Myokardinfarkt (fachsprachlich),Herzinfarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herzrasen,Herzrasen,Tachykardie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herzrhythmusstörung,Herzrhythmusstörung,Tachyarrhythmie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herzspezialist,Herzspezialist,Kardiologe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hetero ,hetero (umgangssprachlich),heterosexuell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hetscherl rachlich),Hetscherl (österr.) (umgangssprachlich),Hagebutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hetzer,Hetzer,Provokateur,Unruhestifter,Scharfmacher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heuchelei,Heuchelei,Vortäuschung,Verstellung,Komödie,,,,,,,,,,,,,,,,,,,,,,,,,,,
heuer,heuer,dieses Jahr,diesjährig,in diesem Jahr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heugabel,Heugabel,Mistgabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heulen,heulen,jammern,jaulen (umgangssprachlich),winseln,wimmern,,,,,,,,,,,,,,,,,,,,,,,,,,
Heuristik,Heuristik,Faustformel,Daumenregel,Faustregel,ungefähre Gesetzmäßigkeit,Schätzmethode,,,,,,,,,,,,,,,,,,,,,,,,,
Heuschrecke,Heuschrecke,Grashüpfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heutig,heutig,trendig (umgangssprachlich),aktuell,neuartig,fortschrittlich,zeitgemäß,modern,letzter Schrei (umgangssprachlich),im Trend,neuzeitlich,up to date (engl.),neoterisch,zeitgerecht,en vogue,,,,,,,,,,,,,,,,,
heutzutage,heutzutage,nun,heute,inzwischen,momentan,dieser Tage,mittlerweile,gegenwärtig,jetzt,in diesen Tagen,nunmehr,,,,,,,,,,,,,,,,,,,,
Hexagramm,Hexagramm,Davidstern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexe,Hexe,böse Hexe,Schwarzkünstlerin,Schwarzmagierin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexenschuss,Hexenschuss,Lumbago (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hf ,Hf (Symbol),Hafnium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi-Hat,Hi-Hat,Charleston-Maschine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hibiskus,Hibiskus,Roseneibisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hier,hier,an diesem Ort,an dieser Stelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hierarchie,Hierarchie,Stufenordnung,hierarchischer Aufbau,Baumstruktur,Rangordnung,,,,,,,,,,,,,,,,,,,,,,,,,,
hiermit,hiermit,mit diesen Worten,dabei,damit,hierbei,,,,,,,,,,,,,,,,,,,,,,,,,,
hierzu,hierzu,diesbezüglich,zu diesem Punkt,zu diesem Thema,,,,,,,,,,,,,,,,,,,,,,,,,,,
hieven,hieven,hochhieven,schwer heben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Heel,High Heel,Stöckelschuh,Stiletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlander,Highlander,Schotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlight,Highlight,Mittelpunkt,Attraktion,Anziehungspunkt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilfsmaßnahme,Hilfsmaßnahme,Abhilfemaßnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilfsursprung,Hilfsursprung,künstlicher Nullpunkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilfswerk der Vereinten Nationen für Palästinaflüchtlinge im Nahen Osten,Hilfswerk der Vereinten Nationen für Palästinaflüchtlinge im Nahen Osten,UNRWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilfszeitwort,Hilfszeitwort,Hilfsverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himmel,Himmel,Garten Eden,Jenseits,Paradies,,,,,,,,,,,,,,,,,,,,,,,,,,,
himmelblau,himmelblau,blau,dunkelblau,ultramarinblau,königsblau,indigo,stahlblau,azur,,,,,,,,,,,,,,,,,,,,,,,
himmelschreiend,himmelschreiend,unverschämt,haarsträubend,hanebüchen,unerhört,dreist,bodenlos,skandalös,ungeheuerlich,skandalträchtig,unglaublich,empörend,,,,,,,,,,,,,,,,,,,
Himmelskörper,Himmelskörper,Gestirn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himmelszelt,Himmelszelt,Firmament,Himmelsphäre,Himmelskugel,Himmel,Sternenzelt,,,,,,,,,,,,,,,,,,,,,,,,,
himmelwärts gerichtet,himmelwärts gerichtet,himmelwärts,empor,nach oben,herauf,aufwärts,hinauf,,,,,,,,,,,,,,,,,,,,,,,,
himmlisch,himmlisch,prächtig,phantastisch,großartig,fantastisch,herrlich,,,,,,,,,,,,,,,,,,,,,,,,,
hin und her,hin und her,hin und zurück,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinaufkraxeln,hinaufkraxeln,hinaufklettern,emporklettern,hinaufsteigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinaufschauen,hinaufschauen,hochschauen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinausgehen,hinausgehen,rausgehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hindern,hindern,stören,hemmen,behindern,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinein,hinein,rein (umgangssprachlich),in,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hineinblicken,hineinblicken,hineinsehen,einsehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hineingehen,hineingehen,betreten,eintreten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hineinlegen,hineinlegen,reintun (umgangssprachlich),einfüllen,hineingeben,,,,,,,,,,,,,,,,,,,,,,,,,,,
hineinreichen,hineinreichen,lang genug sein,(sich) erstrecken,(sich) ausbreiten,an Boden gewinnen (umgangssprachlich),(sich) ausdehnen,,,,,,,,,,,,,,,,,,,,,,,,,
hineinzwängen,hineinzwängen,hineinstopfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinfälligkeit,Hinfälligkeit,Ungültigkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hingabefähigkeit,Hingabefähigkeit,Einsatzbereitschaft,Bereitschaft,Einsatzfreude,Willigkeit,Bereitwilligkeit,Engagement,,,,,,,,,,,,,,,,,,,,,,,,
hingeben,hingeben,opfern,aufopfern,drangeben (umgangssprachlich),darangeben,,,,,,,,,,,,,,,,,,,,,,,,,,
hingerissen ,hingerissen (umgangssprachlich),hin und weg (umgangssprachlich),angetan (umgangssprachlich),gebannt,begeistert (von),von den Socken (umgangssprachlich),enthusiastisch,Feuer und Flamme (sein) (umgangssprachlich),himmelhoch jauchzend (umgangssprachlich),fasziniert,,,,,,,,,,,,,,,,,,,,,
hingezogen fühlen,(sich) hingezogen fühlen (zu),(sich) angezogen fühlen (von),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hingucker ,Hingucker (umgangssprachlich),Blickfang,Eyecatcher (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinhalten ,hinhalten (auf),vertrösten,abspeisen (umgangssprachlich),trösten (mit),,,,,,,,,,,,,,,,,,,,,,,,,,,
hinken,hinken,lahmen,ein Bein nachziehen,humpeln,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinkrakeln ,hinkrakeln (umgangssprachlich),hinschmieren (umgangssprachlich),hinsudeln (umgangssprachlich),schmieren (umgangssprachlich),herumkrakeln (umgangssprachlich),sudeln (umgangssprachlich),herumkritzeln (umgangssprachlich),hinkritzeln (umgangssprachlich),kritzeln,herumschmieren (umgangssprachlich),krakeln (umgangssprachlich),,,,,,,,,,,,,,,,,,,,
Hinlänglichkeit,Hinlänglichkeit,Suffizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinnehmbar,hinnehmbar,annehmbar,tolerierbar,erträglich,akzeptierbar,zumutbar,akzeptabel,vertretbar,tragbar,tolerabel,,,,,,,,,,,,,,,,,,,,,
hinnehmen müssen,hinnehmen müssen,etwas abbekommen (umgangssprachlich),beschädigt werden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinrichten,hinrichten,exekutieren,richten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinsichtlich,hinsichtlich,im Sinne als,in Form von,daniederliegen,abserbeln (schweiz.),dahinsiechen,langsam eingehen,angesichts,wegen,dank,infolge,aufgrund der Tatsache,auf Grund,im Zuge,ob,aufgrund,durch,auf Basis von,vermöge,auf Grund der Tatsache,,,,,,,,,,,
hinten,hinten,achtern,achteraus,heckwärts,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinter dem Rücken ,hinter dem Rücken (umgangssprachlich),klandestin (veraltend),geheim,heimlich,getarnt,,,,,,,,,,,,,,,,,,,,,,,,,,
hinter Gittern sein ,hinter Gittern sein (umgangssprachlich),im Gefängnis sein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hintereinander,hintereinander,nacheinander,aufeinanderfolgend,aufeinander folgend,seriell,,,,,,,,,,,,,,,,,,,,,,,,,,
Hintereinanderstellung,Hintereinanderstellung,Formation,Reihung,Abfolge,Anordnung,Spalier,Aufstellung,,,,,,,,,,,,,,,,,,,,,,,,
Hintergrund,Hintergrund,Background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hintergrundgeräusch,Hintergrundgeräusch,Störgeräusch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hintergrundmusik,Hintergrundmusik,Musikuntermalung,Begleitmusik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinterhalt,Hinterhalt,Überfall,Falle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinterhältiger Mord,hinterhältiger Mord,Meuchelmord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinterher gehen,hinterher gehen,verfolgen,folgen,nachstellen,nachgehen,nachsteigen,,,,,,,,,,,,,,,,,,,,,,,,,
hinterherschauen,hinterherschauen,nachschauen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinterlist,Hinterlist,Trick,Streich,Tücke,Kniff,Finte,List,,,,,,,,,,,,,,,,,,,,,,,,
Hintermann,Hintermann,Drahtzieher,Dunkelmann,Strippenzieher (umgangssprachlich),Eminenz,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinterradantrieb,Hinterradantrieb,Heckantrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinterrücks,hinterrücks,hintenherum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinters Licht führen,hinters Licht führen,linken (umgangssprachlich),täuschen,prellen,(jemanden) aufs Kreuz legen (umgangssprachlich),ausnehmen,hereinlegen,übers Ohr hauen (umgangssprachlich),abzocken (umgangssprachlich),ausweiden (umgangssprachlich),abziehen (umgangssprachlich),leimen (umgangssprachlich),lackmeiern,betrügen,,,,,,,,,,,,,,,,,
Hinterschnitt,Hinterschnitt,Hinterschneidung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hintertupfing ,Hintertupfing (umgangssprachlich),Posemuckel (umgangssprachlich),Posemukel (umgangssprachlich),Pusemuckel (umgangssprachlich),im Outback (umgangssprachlich),in der Pampa (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,
Hinterwäldler,Hinterwäldler,Dorftrottel (derb),Dorfdepp (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinterziehung,Hinterziehung,Defraudation,Veruntreuung,Unterschlagung,Unterschleif,,,,,,,,,,,,,,,,,,,,,,,,,,
hinüber,hinüber,quer durch,herüber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinüberlaufen,hinüberlaufen,hinüberrennen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinunterlaufen,hinunterlaufen,nach unten rennen,hinunterrennen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinunterschlucken,hinunterschlucken,einnehmen,schlucken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinuntersteigen,hinuntersteigen,untergehen,hinabgehen,hinuntergehen,Talfahrt,Heruntersteigen,Abstieg,,,,,,,,,,,,,,,,,,,,,,,,
hinwegsetzen,(sich) hinwegsetzen,verstoßen gegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinweis,Hinweis,Anzeiger,Beleg,Anzeichen,Vorzeichen,Vorbote,Indikator,Wink,Signal,Anspielung,Fingerzeig,Andeutung,Empfehlung,,,,,,,,,,,,,,,,,,
hinwerfen,hinwerfen,mit ein paar Strichen hinwerfen,skizzieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinziehen,hinziehen,verschleppen,in die Länge ziehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinzufügen,hinzufügen,addieren,hinzurechnen,ergänzen,hinzunehmen,hinzukommen,,,,,,,,,,,,,,,,,,,,,,,,,
hinzufügen ,hinzufügen (zu),beitragen (zu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinzugefügt werden,hinzugefügt werden,dazu kommen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinzustoßen,hinzustoßen,herkommen,erreichen,(sich) blicken lassen,sich einfinden,kommen,nahen,dazu stoßen,(in etwas) Einzug halten,ankommen,(sich) anschließen,dazu kommen,eintreffen,(sich) nähern,,,,,,,,,,,,,,,,,
Hip-Hop,Hip-Hop,Hiphop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippe,Hippe,Sichelmesser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippe ,Hippe (regional),Ziege,Geißbock,Ziegenbock,Bock,Geiß,,,,,,,,,,,,,,,,,,,,,,,,,
Hirnanhangsdrüse,Hirnanhangsdrüse,Glandula pituitaria (fachsprachlich),Hypophyse (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirngespinst ,Hirngespinst (umgangssprachlich),Wolkenkuckucksheim (umgangssprachlich),Luftschloss (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirni ,Hirni (derb),Verrückter,Geistesgestörter,Irrer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirninfarkt,Hirninfarkt,Schlaganfall,Gehirninfarkt,Gehirnschlag,Hirnschlag,Apoplexie (fachsprachlich),,,,,,,,,,,,,,,,,,,,,,,,,
Hirschbrunft,Hirschbrunft,Hirschbrunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirse,Hirse,Sorghum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitlergruß,Hitlergruß,deutscher Gruß,Nazigruß,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitparade,Hitparade,Hitliste,Charts,Bestsellerliste,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIWI ,HIWI (umgangssprachlich),Hiwi (umgangssprachlich),studentische Hilfskraft,Hilfswilliger,HiWi (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Hobbit,Hobbit,Halbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobby,Hobby,Steckenpferd (umgangssprachlich),Freizeitbeschäftigung,Freizeitaktivität,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoch,Hoch,Höchststand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochblüte,Hochblüte,Glanzzeit,Blüte,Blütezeit,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochchinesisch,Hochchinesisch,Mandarin (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochdruckgebiet,Hochdruckgebiet,Hoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochfrequenz,Hochfrequenz,Kurzwelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochgebirge,Hochgebirge,Berggruppe,Gebirgszug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochgehen ,hochgehen (umgangssprachlich),detonieren,explodieren,platzen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochgeschwindigkeitsnetz,Hochgeschwindigkeitsnetz,internationales (Computer-)Netzwerk,Datenautobahn (umgangssprachlich),Netz der Netze (umgangssprachlich),Internet,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochgeschwindigkeitsstrecke,Hochgeschwindigkeitsstrecke,Schnellfahrstrecke,Schnelltrasse (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochgestochen,hochgestochen,prätentiös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochhaus,Hochhaus,Wolkenkratzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochjagen ,hochjagen (umgangssprachlich),zur Explosion bringen,sprengen,hochgehen lassen (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,,
hochladen,hochladen,online stellen,raufladen,uploaden,uppen (umgangssprachlich),,,,,,,,,,,,,,,,,,,,,,,,,,
Hochländer,Hochländer,Hochlandbewohner,Bergbewohner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochleistungsrechner,Hochleistungsrechner,Supercomputer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochmut,Hochmut,Arroganz,Eingenommenheit von sich selbst,Überheblichkeit,Narzissmus,Selbstgefälligkeit,Egozentrik,,,,,,,,,,,,,,,,,,,,,,,,
hochmütig,hochmütig,festlich,ausdrucksvoll,klangvoll,schwülstig,pathetisch,feierlich,hochfliegend,erhaben,stolz,,,,,,,,,,,,,,,,,,,,,
Hochofen,Hochofen,Schmelzofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochpunkt,Hochpunkt,Spitzenwert,Maximum,Maximalwert,Extremum,Höchstwert,Spitze,,,,,,,,,,,,,,,,,,,,,,,,
hochschaukeln,hochschaukeln,aufschaukeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule,Hochschule,Akademie,Alma Mater,Uni (umgangssprachlich),Universität,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochschullehrer,Hochschullehrer,Dozent,Gelehrter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochspannungsleitung,Hochspannungsleitung,Starkstromleitung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochspannungsmast,Hochspannungsmast,Mast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Höchstalter,Höchstalter,Altersgrenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
höchste Staatsgewalt,höchste Staatsgewalt,Oberherrschaft,Staatshoheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochstellen,hochstellen,in der Höhe halten,heben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
höchstens,höchstens,maximal,höchster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
höchster akademischer Grad,höchster akademischer Grad,Doktor,Doktorgrad,Doktortitel,Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,
hochtrabend,hochtrabend,pathetisch,inbrünstig,salbungsvoll,priesterlich,ausdrucksvoll,geschwollen,pastoral,ölig,,,,,,,,,,,,,,,,,,,,,,
Hochwasser,Hochwasser,Flut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochwertig,hochwertig,hochklassig,edel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochzahl,Hochzahl,Exponent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochziehen,hochziehen,aufwinden,hissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hochziehen ,hochziehen (umgangssprachlich),bauen,errichten,aufstellen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hockstellung,Hockstellung,kauernde Stellung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hodensack,Hodensack,Scrotum,Sack (vulgär),Skrotum,,,,,,,,,,,,,,,,,,,,,,,,,,,
